id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
54873,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,2012,Casual,Ivory Tag Women Lapiz Lazuli Blue Necklace
47458,Women,Footwear,Shoes,Heels,Black,Summer,2012,Casual,Tiptopp Women Black Wedges
42916,Women,Accessories,Belts,Belts,Gold,Summer,2012,Casual,French Connection Women Golden  Belt
35078,Men,Accessories,Belts,Belts,Grey,Summer,2012,Casual,Allen Solly Men Canvas Grey Belt
40219,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Provogue Men Black Leather Wallet
38303,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Reid & Taylor Men Brown Wallet
10569,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Puma Women Ess White Polo Tshirts
32639,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Sports,Nike Men Epaulet UV Crew Red T-shirt
3669,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Fila Men's Racing Black Gold Shoe
8281,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Mr.Men Men's Placid Blue T-shirt
48074,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,French Connection Men Purple T-shirt
29043,Men,Apparel,Bottomwear,Tracksuits,Navy Blue,Summer,2012,Sports,ADIDAS Men Navy Blue Tracksuit
31880,Women,Accessories,Stoles,Stoles,Blue,Summer,2012,Ethnic,Fabindia Women Mughal Printed Blue Stole
26837,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,2012,Casual,Highlander Men Khaki Trousers
30952,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Ethnic,Fabindia Women Printed Peach Top
48848,Women,Accessories,Jewellery,Pendant,Silver,Fall,2012,Casual,Lucera Women Silver Pendant with Chain
26239,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Proline Men Black Printed T-shirt
2589,Women,Accessories,Headwear,Caps,Maroon,Summer,2011,Casual,Quechua Women Maroon Cap
9161,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Cairo Blue Jeans
18536,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men Commander White Sports Shoes
6915,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,Asics Women White Graphic T-shirt
12830,Women,Apparel,Dress,Dresses,Green,Fall,2011,Casual,Ant Kids Peaceful Day Green Dresses
22699,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men Ballista Black Sports Shoes
15229,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011,Casual,ADIDAS Originals Men Ciero Mid St Beige Casual Shoes
56972,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Heels
37945,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual,Mineral Women Soild White Tunic
11689,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Lee Men Check Green Shirts
20308,Women,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,Jealous 21 Women Solid Black Sweater
58212,Women,Apparel,Bottomwear,Patiala,White,Fall,2012,Ethnic,Shree Women White Printed Patiala
14901,Women,Accessories,Wallets,Wallets,Red,Summer,2011,Casual,United Colors of Benetton Women Solid Red Wallets
39225,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012,Casual,Femella Women Heart Print  Brown Trousers
31048,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Arrow Sport Men Blue Striped Shirt
8275,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Mr.Men Men's Coral Red T-shirt
19622,Women,Apparel,Topwear,Tops,Green,Summer,2011,Casual,United Colors of Benetton Women Solid Green Top
13318,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Gini and Jony Kids Boys Check Green Shirts
50843,Women,Apparel,Topwear,Dupatta,Purple,Summer,2012,Ethnic,Fabindia Women Purple Dupatta
48080,Men,Apparel,Topwear,Tshirts,Olive,Summer,2012,Casual,French Connection Men Olive Green T-shirt
28959,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,BIBA Women Ethnic White Kurta
31874,Women,Apparel,Topwear,Dupatta,Blue,Fall,2012,Ethnic,Fabindia Women Blue Dupatta
27911,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,Scullers For Her Women Black Trousers
7833,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Puma Men's Benecio Leather Brown Red Shoe
8047,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Sports,Fila Men's Core Pique Polo Green T-shirt
9195,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Style Essentials Kns 0542 Blue Jeans
16458,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Locomotive Men Check Green Shirt
13916,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men Air Visi Pro White Sports Shoes
5758,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,Jealous 21 Women's Multi Color Floral Top
58020,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012,Casual,Rreverie Golden Earrings
56986,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Wedges
57068,Women,Apparel,Topwear,Jackets,Blue,Summer,2012,Casual,Elle Women Navy Blue Jacket
25448,Men,Footwear,Sandal,Sports Sandals,Black,Summer,2012,Casual,Nike Men Black Air Deschutz Sandals
19074,Women,Apparel,Topwear,Kurtas,Off White,Fall,2011,Ethnic,W Women Thread Work Off White Kurta
49704,Men,Accessories,Ties,Ties,Blue,Summer,2012,Casual,Park Avenue Men Blue Tie
16800,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Casual,Highlander Men Solid Black Trouser
28733,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,W Women Printed Green Kurta
19848,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,U.S. Polo Assn. Men Striped Green Shirt
22209,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Timberland Men Green Back Logo T-Shirt
59596,Women,Apparel,Saree,Sarees,Brown,Fall,2012,Ethnic,FNF Brown Wedding Collection Sari
33975,Women,Apparel,Topwear,Tops,Brown,Summer,2012,Casual,Femella Women Brown Top
52942,Women,Apparel,Saree,Sarees,Pink,Summer,2012,Ethnic,FNF Printed Pink Sari
39473,Women,Apparel,Topwear,Kurtis,Black,Summer,2012,Ethnic,Diva Women Black Kurti
53890,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual,Kiara Women Purple Handbag
58676,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,ALayna Women Printed Beige Kurta
14559,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2012,Casual,Vans Men 106 Vulcanized CA Brown Casual Shoes
44229,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Downshifter White Sports Shoes
39641,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Lotto Men White Shoes
40689,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012,Formal,Numero Uno Men Brown Shoes
38793,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,DC Comics Men Crew Black T-shirt
5932,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,ADIDAS Men's Daily Vulc Mid Structure White Shoe
34962,Women,Apparel,Saree,Sarees,Beige,Summer,2012,Ethnic,Fabindia Beige Jaipur Print Cotton Sari
22807,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Locomotive Men Blue Printed T-shirt
8611,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Scullers Men White Polo T-Shirts
19246,Men,Apparel,Topwear,Jackets,Blue,Fall,2011,Casual,Puma Men Foundation Padded Blue Jacket
43830,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012,Ethnic,Royal Diadem Earrings
28501,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012,Sports,Urban Yoga Men Navy Blue Track Pants
37146,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Wills Lifestyle Men White Mura Shirt
5793,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,ADIDAS Men's Bike Olive Green T-shirt
53403,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2012,Ethnic,Alma Women Navy Blue Kurta
21023,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Black Coffee Men White Check Shirt
15216,Women,Accessories,Bags,Handbags,Grey,Summer,2011,Casual,United Colors of Benetton Grey  Handbag
36094,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,OTLS Men Laurel Black Wallet
4641,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Adi Montero Blue
10764,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men Bts Black Tshirts
24551,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Diva Women Blue Printed Kurta
59905,Women,Accessories,Scarves,Scarves,Pink,Fall,2012,Casual,Femella Women Pink Printed Scarf
32434,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Sports,ADIDAS Men Navy Blue Polo T-shirt
12033,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt
18509,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,C Vox Men Bubble 1344 Black Jacket
16493,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Locomotive Men Solid Forest Green TShirt
51354,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Spykar Women Light Blue Jeans
9962,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Sports,Nike Men Medals Crew Red T-Shirts
50286,Men,Accessories,Ties,Ties,Black,Summer,2012,Formal,Parx Men Black Tie
17541,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Formal,Mark Taylor Men Green & White Striped Shirt
47231,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Franco Leone Men Black Slippers
6116,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,UCB Men's United Colors Flock Purple T-shirt
3656,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Fila Men's Emotion Black Shoe
29840,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,Basics Men Grey Checked Shirt
28992,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Status Quo Men Navy Blue Polo T-shirt
2784,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Ediots Men's Bajau Kya Radio Turquoise T-shirt
30151,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Wrangler Men Classic Rugged Brown Belt
22494,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men  Adistar Salvation 3 White Sports Shoes
35423,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,ADIDAS Women Clima Motionwave Blue Sports Shoes
47003,Women,Apparel,Topwear,Kurtas,White,Fall,2012,Ethnic,Shree Women Printed White & Yellow Kurta
17773,Men,Accessories,Belts,Belts,Brown,Fall,2011,Formal,Reid & Taylor Men Brown Belt
44686,Women,Apparel,Bottomwear,Leggings,Magenta,Summer,2012,Casual,Wills Lifestyle Women Magenta Leggings
4473,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2011,Sports,Puma Men's Complete Itana Silver Black Blue Shoe
15024,Men,Accessories,Headwear,Caps,Blue,Fall,2011,Sports,ADIDAS Men Solid Blue Caps
57291,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,French Connection Men Light Blue Shirt
27582,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Scullers Men Blue & Navy Blue Striped T-shirt
54070,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men White Sports Shoes
9708,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Scullers Men Scul White Shirts
12665,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Probase Men Check Blue Shirts
26450,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Puma Women Kuris Black Sports Shoes
34195,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Proline Men Multicoloured Striped Polo T-shirt
6740,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011,Sports,Nike Women Air Pegasus+ 28 Grey White Pink Shoe
51502,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Women Greenish Blue Jeans
42929,Women,Accessories,Bags,Clutches,Gold,Summer,2012,Casual,French Connection Women Gold Clutch
35047,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Women Silk Black Kurta
7692,Women,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Urban Yoga Women's Ganesha Red T-shirt
4017,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,ADIDAS Men's Durante Black White Red Shoe
14592,Men,Accessories,Belts,Belts,Brown,Summer,2011,Casual,United Colors of Benetton Men Printed Brown Belts
37710,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,John Players Men Printed Blue T-shirt
41790,Women,Apparel,Topwear,Tops,Magenta,Summer,2012,Casual,Remanika Women Magenta Top
32262,Women,Apparel,Topwear,Tunics,Green,Summer,2012,Ethnic,Fabindia Women Printed Green Tunic
40642,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Span Women Pink Kurta
24307,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,ADIDAS Men Grey Printed Sweatshirt
15672,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Highlander Men High Original Blue Jeans
4225,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Probase Men's Tribe Gone Wild Purple T-shirt
53067,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Rocia Women Brown Handbag
52989,Women,Apparel,Saree,Sarees,Green,Summer,2012,Ethnic,FNF Printed Green Sari
24135,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,ADIDAS Men Black Jacket
33182,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Sepia Women Blue Top
17919,Women,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Nike Women's Orange Polo T-shirt
30707,Women,Accessories,Bags,Clutches,Beige,Summer,2012,Casual,Fabindia Women Beige Potli
26662,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Puma Men Tenkan Black Shoes
42327,Women,Apparel,Saree,Sarees,Navy Blue,Summer,2012,Ethnic,Prafful Navy & Brown Georgette Printed Saree
23310,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,W Women Green Striped Kurta
47655,Women,Apparel,Dress,Dresses,Grey,Summer,2012,Casual,Femella Women Grey Polka Dotted Dress
6572,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's Challenger Logo Black T-shirt
19883,Men,Accessories,Headwear,Caps,Black,Fall,2011,Casual,ADIDAS Originals Men St Truck Black Cap
54084,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Mumbai Slang Women Blue Top
13743,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Belmonte Men Check Black Shirts
43033,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Scullers Men Blue Striped Shirt
22838,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012,Casual,Woodland Men Khaki Casual Shoes
49509,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Vans Men Grey Era Wingtip Shoes
12691,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Nike Men Dual Fusion Grey Sports Shoes
16231,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,Puma Men Ess Hooded Black Sweatshirt
7666,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,Puma Men's Silly Point Blue T-shirt
14566,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Vans Men Authentic Black Casual Shoes
20753,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Carlton London  Women Classy Silver Stilettos
5131,Women,Apparel,Topwear,Shirts,Red,Summer,2011,Casual,Wrangler Women Check Multi Colour Shirt
44216,Women,Footwear,Flip Flops,Flip Flops,White,Winter,2012,Casual,iPanema Women White Flip Flops
11014,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Women Polka Blue Shirts
41764,Women,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Remanika Women Red Top
33344,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Homme Men Black & Brown Semi Formal Shoes
52141,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Femella Women Blue Polo T-Shirt
15686,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011,Casual,Highlander Men Classic Chinos Khaki Trousers
14754,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Arrow Men Solid Blue Shirts
2126,Men,Apparel,Topwear,Shirts,White,Spring,2011,Casual,Basics MenNavy Slim Fit Checked Shirt
18199,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011,Casual,Jealous 21 Women Stripes Purple Sweater
26696,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Reebok Men White Active Sports Shoes
6586,Men,Apparel,Topwear,Tshirts,Blue,Winter,2011,Casual,Inkfruit Men's Evening Music Royal Blue T-shirt
34353,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Myntra Men Blue Diet Extreme T-shirt
7454,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Proline Men Navy Polo T-shirt
19877,Women,Footwear,Flip Flops,Flip Flops,White,Fall,2011,Casual,ADIDAS Women Psychedlic White Flip Flops
16003,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011,Casual,Turtle Solid Men Grey Sweaters
22236,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011,Casual,ID Men Blue Casual Shoes
5767,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Jealous 21 Women Sleevless Black V Nech Top
14330,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Nike Men Free Run +2 Black Sports Shoes
20105,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Diva Women Printed Brown Kurta
39814,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Red Tape Men Brown Sandals
52525,Women,Apparel,Bottomwear,Jeggings,Red,Summer,2012,Casual,Pepe Jeans Women Dark Red Jeggings
57057,Women,Apparel,Dress,Dresses,Red,Summer,2012,Casual,Elle Women Red A-Line Dress
10790,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Men Manitoba Piping Blue Shirts
25477,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Lunarfly +3 Grey Sports Shoes
31245,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Puma Men White Polo T-shirt
8078,Men,Footwear,Sandal,Sandals,Blue,Fall,2011,Casual,ADIDAS Men Zeitfrei Slide Sc Blue Sandals
43665,Women,Apparel,Topwear,Tunics,Purple,Summer,2012,Casual,ONLY Women Purple Tunic
2542,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,Numero Uno Men's Casual Black Flip Flop
13115,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Numero Uno Men Casual Black Casual Shoes
7030,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,s.Oliver Men's Denim Dstrct Grey T-shirt
16467,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Locomotive Men Check Green Shirt
8844,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2011,Casual,Scullers Men Scul Brown Trousers
9996,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,Palm Tree Girls Sp Jelly Top Blue Tops
13929,Men,Apparel,Topwear,Shirts,Beige,Summer,2011,Casual,United Colors of Benetton Men Solid Beige Shirts
34737,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012,Sports,Puma Men Faas 500 NM Fade Navy Blue Sports Shoes
42585,Men,Apparel,Topwear,Tshirts,Black,Fall,2012,Casual,United Colors of Benetton Mens Black Polo T-shirt
13327,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Gini and Jony Kids Boys Printed Green Tshirts
28966,Women,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012,Ethnic,Biba Women Blue Printed Salwar Suit with Dupatta
43457,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012,Ethnic,Global Desi Women Blue Tunic
9398,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Nike Men Lunarfly Black Sports Shoes
7202,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,Jealous 21 Women Band With Blue Top
14102,Women,Apparel,Topwear,Tops,Brown,Fall,2011,Casual,Flying Machine Women Solid Brown Tops
20337,Men,Apparel,Topwear,Sweatshirts,Red,Fall,2011,Sports,Nike Men Solid Red Sweatshirt
4487,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Lotto Men's Play Off Black Blue Shoe
33720,Women,Apparel,Bottomwear,Leggings,Green,Fall,2012,Casual,Pieces Women Green Leggings
18732,Women,Apparel,Topwear,Tops,Off White,Fall,2011,Casual,Arrow Woman Ann Off White Top
9365,Women,Accessories,Socks,Socks,Black,Fall,2011,Casual,Puma Women Logo Stud Black Socks
50881,Women,Apparel,Saree,Sarees,Black,Summer,2012,Ethnic,Prafful Women Black Crepe Sari
29849,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012,Casual,Basics Men Brown Trousers
12208,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Basics Men Green Striped T-shirt
59302,Men,Apparel,Topwear,Shirts,Purple,Fall,2012,Casual,U.S. Polo Assn. Denim Co. Men Wine Shirt
57298,Women,Footwear,Shoes,Heels,Beige,Winter,2012,Casual,Rocia Women Beige Flats
59130,Men,Apparel,Topwear,Jackets,Black,Summer,2012,Casual,Just Natural Men Black Jacket
56944,Women,Footwear,Shoes,Heels,Green,Winter,2012,Casual,HM Women Green Flats
4648,Men,Footwear,Sandal,Sandals,Brown,Summer,2011,Casual,ADIDAS Men Neo Feather Brown Sandal
57896,Women,Apparel,Bottomwear,Shorts,Off White,Summer,2012,Casual,Femella Women Off White Shorts
24558,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Vishudh Women Blue Printed Kurta
37973,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Clarks Men Brown Quay Point Mahogany Leather Shoes
9157,Women,Apparel,Topwear,Shirts,Pink,Fall,2011,Casual,Jealous 21 Women Checks Pink Shirt
18500,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,Puma Men V.11 Cat White Tshirts
8085,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,ADIDAS Women Vanquish5 Silver Sports Shoes
17548,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Formal,Mark Taylor Men Grey & White Striped Shirt
12806,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Sports,Nike Men Zip Grey Sweatshirts
29247,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Sports,ADIDAS Men Lakers Yellow Jersey
38563,Men,Apparel,Bottomwear,Shorts,Orange,Summer,2012,Casual,Nike Men Orange & Charcoal Shorts
53852,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Vishudh Women Pink Printed Kurta
52980,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Printed Green Sari
3009,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,Lee Men Edward Black Shirt
9533,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Men Manus Shomest Adiumjsy Red Jerseys
17910,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Sports,Nike Men Sptcas Black Sweatshirt
29623,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012,Formal,Indigo Nation Men Striped Lavender Shirt
3835,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Crocs Men Santa Cruz Clog Black Sandal
23319,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,W Women Brown Printed Kurta
18958,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011,Casual,United Colors of Benetton Men Stripes Blue Sweater
26459,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Puma Women Trinity White Checked Canvas Shoes
54079,Women,Apparel,Topwear,Kurtis,Black,Summer,2012,Ethnic,Mumbai Slang Women Black Kurti
18356,Men,Accessories,Socks,Socks,Black,Fall,2011,Casual,Fila Men Ankel Logo Black Socks
48426,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White Printed T-shirt
23917,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Fila Women Paramount White Casual Shoes
42920,Women,Accessories,Wallets,Wallets,Grey,Summer,2012,Casual,French Connection Women Grey Wallet
37719,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,John Players Men Polo Blue T-shirt
39683,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Lotto Men White Sports Shoe
41799,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Remanika Women Yellow Top
33943,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,ADIDAS Men Polo Blue T-Shirt
52148,Women,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Femella Women Red Polo T-Shirt
25826,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,Diva Women Printed Brown Kurta
44811,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Spykar Women Pink Top
38597,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Nike Men Printed Texture Grey T-shirt
49732,Men,Accessories,Ties,Ties,Blue,Summer,2012,Casual,Park Avenue Men Blue Tie
28705,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012,Ethnic,W Women Printed Peach Kurta
12698,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports,Nike Men Swift FG Blue Sports Shoes
34954,Women,Apparel,Saree,Sarees,Beige,Summer,2012,Ethnic,Fabindia Women H& Printed Beige Sari
28537,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Challenger Black T-shirt
43806,Women,Accessories,Jewellery,Earrings,White,Summer,2012,Casual,Royal Diadem White Earrings
58640,Men,Accessories,Socks,Socks,White,Fall,2012,Casual,Fila Men Trio Pack Ankle Socks
5138,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Wrangler Women's Sequin Green T-shirt
11821,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Playboy Men Casual Black Casual Shoes
1598,Women,Accessories,Bags,Handbags,Blue,Summer,2011,Travel,Geonaute Women Blue Outdoor Bag
5904,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Puma Women Cabana Racer White Shoe
39677,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Lotto Men White Shoes
50875,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,Prafful Green & Maroon Printed Sari
9391,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men CapriII White Sports Shoes
